universe,period,factor_id,name,intro,algorithmIntro,compound_return_1q,annual_return_1q,annual_ex_return_1q,max_drawdown_1q,sharpe_1q,turnover_mean_1q,compound_return_5q,annual_return_5q,annual_ex_return_5q,max_drawdown_5q,sharpe_5q,turnover_mean_5q,compound_return_ls,annual_return_ls,max_drawdown_ls,sharpe_ls,turnover_mean_ls,annual_return_bm,ic_mean,ir,good_ic,status,compound_return_ls2,annual_return_ls2,max_drawdown_ls2,sharpe_ls2,turnover_mean_ls2
hs300,1y,38cad6ae9f7728af01c8fcacbb13939e,interest_carry_current_liability,带息流动负债, 流动负债合计 - 无息流动负债,0.472639,0.496581,0.176456,0.096855,2.344869,0.011359,0.511777,0.538036,0.209042,0.119588,2.985904,0.005658,0.014321,0.014922,0.107478,-0.203400,0.008509,0.272110,0.004922,0.057856,0.787500,0,-0.028346,-0.029510,0.113989,-0.563774,0.008509
hs300,1y,05118c7e72a0618c47d89ec7265ea039,operating_tax_to_operating_revenue_ratio_ttm,销售税金率, 销售税金率=营业税金及附加（TTM）/营业收入（TTM）,0.445076,0.467414,0.153527,0.151166,2.262930,0.004169,0.125073,0.130611,-0.111232,0.109589,0.617647,0.002779,-0.232985,-0.241415,0.264896,-2.203811,0.003474,0.272110,-0.009230,-0.107294,0.812500,0,0.283233,0.296637,0.120922,2.009765,0.003474
hs300,1y,570d0f66e24de125101250602b555b17,inventory_turnover_days,存货周转天数, 存货周转天数=360/存货周转率,0.212737,0.222522,-0.038981,0.141412,1.123732,0.002835,0.284884,0.298375,0.020646,0.095652,1.397396,0.003003,0.054955,0.057309,0.078087,0.133480,0.002919,0.272110,-0.001905,-0.018387,0.879167,0,-0.067226,-0.069926,0.159464,-0.847706,0.002919
hs300,1y,72ec3f9bce8ba57087b2802eec839a28,OperatingCycle,营业周期, 应收账款周转天数+存货周转天数,0.112307,0.117250,-0.121735,0.125526,0.533750,0.004503,0.191478,0.200207,-0.056523,0.109718,0.960220,0.002357,0.069068,0.072047,0.078096,0.305213,0.003430,0.272110,0.004291,0.042327,0.845833,0,-0.074434,-0.077412,0.171889,-1.118220,0.003430
hs300,1y,7f205d4ba98cfe51e059797246af0fd5,ATR14,14日均幅指标, 真实振幅的14日移动平均,0.306819,0.321472,0.038803,0.142531,1.645342,0.018206,0.570619,0.600444,0.258101,0.087874,2.871854,0.027440,0.198649,0.207733,0.052189,1.378885,0.022823,0.272110,-0.002698,-0.025624,0.862500,0,-0.177569,-0.184241,0.199207,-1.843419,0.022823
hs300,1y,9af929ad812476c1fd77de1b861bac90,net_operate_cash_flow_to_operate_income,经营活动产生的现金流量净额与经营活动净收益之比, 经营活动产生的现金流量净额（TTM）/(营业总收入（TTM）-营业总成本（TTM）,0.263319,0.275683,0.002808,0.136296,1.407499,0.007990,0.062442,0.065126,-0.162709,0.125931,0.212559,0.008684,-0.171728,-0.178205,0.186070,-1.652756,0.008337,0.272110,0.005568,0.088809,0.775000,0,0.187218,0.195738,0.069986,1.179610,0.008337
hs300,1y,61e29f374a3485edc3d56edd72f4ec56,net_operating_cash_flow_coverage,净利润现金含量, 经营活动产生的现金流量净额/归属于母公司所有者的净利润,0.182106,0.190375,-0.064252,0.124898,1.149665,0.018342,0.072660,0.075799,-0.154319,0.118969,0.316438,0.015144,-0.098567,-0.102456,0.142361,-1.470040,0.016743,0.272110,0.000929,0.013640,0.787500,0,0.099384,0.103733,0.082339,0.657676,0.016743
hs300,1y,671cf18384f59fdde633eeb044656f4e,net_operate_cashflow_growth_rate,经营活动产生的现金流量净额增长率, =(今年经营活动产生的现金流量净额（TTM）/去年经营活动产生的现金流量净额（TTM）)-1,0.140243,0.146496,-0.098745,0.152293,0.771640,0.010005,0.396847,0.416436,0.113453,0.079509,2.777177,0.014237,0.220607,0.230788,0.036532,2.258968,0.012121,0.272110,0.010171,0.158629,0.787500,0,-0.186443,-0.193408,0.202989,-2.763595,0.012121
hs300,1y,a5884d114cb9cc174982dd54340a3baf,sale_expense_ttm,销售费用TTM, 计算过去12个月 销售费用 之和,0.693784,0.731385,0.361034,0.086347,3.344863,0.004840,0.156200,0.163213,-0.085604,0.096562,0.818773,0.004261,-0.332420,-0.343566,0.344772,-2.437427,0.004551,0.272110,-0.009541,-0.090168,0.862500,0,0.461959,0.485277,0.070819,2.829577,0.004551
hs300,1y,afc10eb94686125748d970422b08eef9,retained_earnings,留存收益, =盈余公积金+未分配利润,0.283041,0.296434,0.019121,0.122378,2.020413,0.013962,0.182916,0.191224,-0.063584,0.128524,1.139898,0.004028,-0.081742,-0.084999,0.133902,-1.265870,0.008995,0.272110,0.006634,0.052516,0.895833,0,0.078885,0.082304,0.081772,0.428409,0.008995
