universe,period,factor_id,name,intro,algorithmIntro,compound_return_1q,annual_return_1q,annual_ex_return_1q,max_drawdown_1q,sharpe_1q,turnover_mean_1q,compound_return_5q,annual_return_5q,annual_ex_return_5q,max_drawdown_5q,sharpe_5q,turnover_mean_5q,compound_return_ls,annual_return_ls,max_drawdown_ls,sharpe_ls,turnover_mean_ls,annual_return_bm,ic_mean,ir,good_ic,status,compound_return_ls2,annual_return_ls2,max_drawdown_ls2,sharpe_ls2,turnover_mean_ls2
zz500,3y,b10c532a44192c72d76828d1b82374d9,net_profit_to_total_operate_revenue_ttm,净利润与营业总收入之比, 净利润与营业总收入之比=净利润（TTM）/营业总收入（TTM）,0.297033,0.094098,-0.014191,0.335784,0.230334,0.012600,0.348583,0.108943,-0.000816,0.264133,0.318096,0.007220,0.014784,0.005087,0.120694,-0.377034,0.009910,0.109848,0.003935,0.044187,0.830791,0,-0.038673,-0.013545,0.126772,-0.578256,0.009910
zz500,3y,6baadde27171720e18966750aa384a68,PSY,心理线指标, n日内连续上涨的天数/n *100。 本因子的计算窗口为12日。,0.563393,0.167092,0.051578,0.258497,0.554290,0.244475,0.205595,0.066788,-0.038799,0.301825,0.125376,0.242413,-0.249276,-0.094386,0.265319,-1.241063,0.243444,0.109848,-0.013802,-0.146705,0.823856,0,0.287561,0.091329,0.131496,0.474026,0.243444
zz500,3y,4e2ea51caa0a0b7593a9e6d2bf05dace,VROC12,12日量变动速率指标, 成交量减N日前的成交量，再除以N日前的成交量，放大100倍，得到VROC值 ，n=12,0.408617,0.125771,0.014346,0.270703,0.379101,0.521780,0.328059,0.103078,-0.006100,0.366336,0.269089,0.484898,-0.068986,-0.024414,0.257147,-0.582172,0.503339,0.109848,-0.023116,-0.267038,0.818308,0,0.036774,0.012566,0.230726,-0.247950,0.503339
zz500,3y,a536009f88cb835435e7c1bcb726f093,TVMA6,6日成交金额的移动平均值, 6日成交金额的移动平均值,0.444246,0.135536,0.023145,0.223029,0.509694,0.061091,0.253566,0.081278,-0.025742,0.384086,0.156684,0.076153,-0.112982,-0.040608,0.274613,-0.582231,0.068622,0.109848,-0.036049,-0.255162,0.884882,0,0.066641,0.022559,0.244840,-0.125979,0.068622
zz500,3y,ec118791cccac6e268f2476085d8a77f,total_operating_revenue_per_share_ttm,每股营业总收入TTM, 营业总收入（TTM）除以总股本,0.407068,0.125342,0.013960,0.282666,0.379315,0.007853,0.551867,0.164110,0.048891,0.262350,0.555712,0.004965,0.092449,0.031047,0.107081,-0.116331,0.006409,0.109848,0.001265,0.016823,0.819695,0,-0.100163,-0.035837,0.149896,-0.985372,0.006409
zz500,3y,c7104acbe578412c7b59e0fd5eccb46d,cfo_to_ev,经营活动产生的现金流量净额与企业价值之比TTM, 经营活动产生的现金流量净额TTM / 企业价值。其中，企业价值=司市值+负债合计-货币资金,0.423657,0.129912,0.018078,0.347328,0.361200,0.015241,0.576951,0.170582,0.054723,0.179488,0.649130,0.017552,0.052361,0.017804,0.230747,-0.186345,0.016396,0.109848,0.018986,0.185562,0.841886,0,-0.087917,-0.031320,0.278872,-0.598761,0.016396
zz500,3y,cfbfb4aa9aae89c21a4e4c3ac4205989,accounts_payable_turnover_days,应付账款周转天数, 应付账款周转天数 = 360 / 应付账款周转率,0.497477,0.149837,0.036031,0.235549,0.508987,0.008608,0.223190,0.072146,-0.033971,0.350957,0.127281,0.007441,-0.176517,-0.064950,0.243350,-0.990667,0.008024,0.109848,-0.010732,-0.127987,0.811634,0,0.175569,0.057525,0.188967,0.165424,0.008024
zz500,3y,e9a523f1404a8cb26ba4c3a81f396fa8,net_profit_ratio,销售净利率, 售净利率=净利润（TTM）/营业收入（TTM）,0.322067,0.101355,-0.007653,0.334489,0.260751,0.012430,0.425000,0.130281,0.018410,0.254781,0.416086,0.007426,0.052251,0.017767,0.094461,-0.244565,0.009928,0.109848,0.003392,0.038853,0.828017,0,-0.072076,-0.025535,0.144060,-0.720896,0.009928
zz500,3y,8050670c918e82151843813cc73f76f7,net_non_operating_income_to_total_profit,营业外收支利润净额/利润总额, 营业外收支利润净额/利润总额,0.271176,0.086507,-0.021032,0.281362,0.207507,0.011019,0.710143,0.203866,0.084712,0.264898,0.700295,0.011048,0.344007,0.107641,0.048092,0.923769,0.011033,0.109848,0.006865,0.139393,0.714286,0,-0.267482,-0.102041,0.306170,-1.939855,0.011033
zz500,3y,26acf3de009e2e1eddc9643193460142,operating_revenue_growth_rate,营业收入增长率, 营业收入增长率=（今年营业收入（TTM）/去年营业收入（TTM））-1,0.229192,0.073962,-0.032335,0.323488,0.142725,0.013844,0.529407,0.158256,0.043617,0.303558,0.496445,0.013203,0.232592,0.074988,0.106728,0.433615,0.013524,0.109848,0.003504,0.047449,0.791956,0,-0.203867,-0.075807,0.244768,-1.435224,0.013524
zz500,3y,13292d2dc5bc62145e15538b6cf7aeb6,net_working_capital,净运营资本, 流动资产 － 流动负债,0.438083,0.133858,0.021633,0.263832,0.455062,0.007003,0.413332,0.127072,0.015519,0.249649,0.413161,0.007107,-0.020682,-0.007200,0.163133,-0.722642,0.007055,0.109848,0.006224,0.115694,0.703190,0,0.008614,0.002970,0.126169,-0.566928,0.007055
zz500,3y,e310c5ab3ccd8ba2fd0681199b3694ba,VEMA10,成交量的10日指数移动平均,,0.606059,0.178009,0.061414,0.231786,0.668563,0.033673,0.324683,0.102108,-0.006975,0.305586,0.257425,0.035142,-0.166554,-0.061054,0.214459,-1.095166,0.034408,0.109848,-0.016264,-0.219966,0.776699,0,0.170647,0.055991,0.111132,0.173307,0.034408
zz500,3y,a92d8489057bdd91591d4f379fd46f07,VR,成交量比率（Volume Ratio）, VR=（AVS+1/2CVS）/（BVS+1/2CVS）,0.428925,0.131356,0.019379,0.279141,0.406818,0.174521,0.262816,0.084031,-0.023263,0.295762,0.196258,0.177718,-0.133385,-0.048297,0.206951,-0.762606,0.176120,0.109848,-0.016822,-0.162450,0.852982,0,0.110064,0.036766,0.172618,-0.027936,0.176120
zz500,3y,d198611e2fd2593d8f71d550b7f011a6,VOL5,5日平均换手率," 5日换手率的均值,单位为%",0.428465,0.131230,0.019266,0.235515,0.480544,0.074938,0.250920,0.080489,-0.026454,0.413060,0.139094,0.084189,-0.096530,-0.034492,0.311190,-0.454784,0.079564,0.109848,-0.040841,-0.279456,0.904300,0,0.024295,0.008335,0.285047,-0.193319,0.079564
zz500,3y,bd4a0f372d2c02ac65bf5f284f2b5334,BR,意愿指标, BR=N日内（当日最高价－昨日收盘价）之和 / N日内（昨日收盘价－当日最低价）之和×100 n设定为26,0.401815,0.123888,0.012650,0.272919,0.380097,0.157280,0.442770,0.135135,0.022784,0.287580,0.401748,0.152337,0.012135,0.004179,0.144570,-0.261424,0.154809,0.109848,-0.021773,-0.183102,0.841886,0,-0.064149,-0.022664,0.204893,-0.457333,0.154809
zz500,3y,97a7c57c78a8d6dd67f33055e5df646a,total_operating_revenue_ttm,营业总收入TTM, 计算过去12个月的 营业总收入 之和,0.371212,0.115342,0.004950,0.313876,0.312146,0.012560,0.673622,0.194914,0.076646,0.227540,0.751957,0.006813,0.172496,0.056568,0.102881,0.148611,0.009686,0.109848,0.018646,0.147460,0.883495,0,-0.177229,-0.065230,0.225318,-0.943885,0.009686
zz500,3y,1e5ab14890205496ebdfe770dced281e,VEMA12,12日成交量的移动平均值,,0.600068,0.176487,0.060043,0.230517,0.659750,0.030091,0.309000,0.097578,-0.011056,0.301279,0.238264,0.030967,-0.173281,-0.063681,0.213199,-1.125918,0.030529,0.109848,-0.015683,-0.211956,0.779473,0,0.180284,0.058989,0.102231,0.206215,0.030529
zz500,3y,27949935da9a7124394a7e3e1965e981,operating_profit_ttm,营业利润TTM, 计算过去12个月 营业利润 之和,0.344292,0.107722,-0.001916,0.333432,0.267112,0.016189,0.536304,0.160060,0.045242,0.194885,0.627816,0.012874,0.065433,0.022158,0.253075,-0.122538,0.014531,0.109848,0.019390,0.140850,0.897365,0,-0.117186,-0.042183,0.266924,-0.564428,0.014531
zz500,3y,c29c3f708bb87c991e27c2bad517c03f,fixed_asset_ratio,固定资产比率, 固定资产比率=(固定资产+工程物资+在建工程)/总资产,0.274108,0.087373,-0.020251,0.322900,0.206252,0.005686,0.411620,0.126600,0.015093,0.266182,0.386485,0.004117,0.091171,0.030630,0.171756,-0.103584,0.004902,0.109848,0.002298,0.030896,0.790569,0,-0.104972,-0.037621,0.165899,-0.858064,0.004902
zz500,3y,b788671d6fe25e6ead5007b49e0cee18,Variance120,120日收益方差, 取121个交易日的收盘价，算出日收益率，再取方差,0.338546,0.106082,-0.003393,0.207924,0.365044,0.022963,0.305278,0.096498,-0.012029,0.393946,0.191371,0.026018,0.008009,0.002762,0.309559,-0.211384,0.024491,0.109848,-0.036779,-0.201799,0.926491,0,-0.093024,-0.033198,0.346650,-0.415518,0.024491
zz500,3y,fe53f50440f3b58f24cfceef76fb98ef,account_receivable_turnover_days,应收账款周转天数, 应收账款周转天数=360/应收账款周转率,0.321435,0.101173,-0.007817,0.272597,0.290441,0.009384,0.357680,0.111524,0.001510,0.365963,0.278521,0.004889,0.041047,0.014007,0.180610,-0.235062,0.007136,0.109848,-0.007269,-0.071022,0.850416,0,-0.072766,-0.025785,0.228350,-0.594915,0.007136
zz500,3y,8223531c05495568e0b0c72f0a19a3b5,net_operate_cash_flow_ttm,经营活动现金流量净额TTM, 计算过去12个月 经营活动产生的现金流量净值 之和,0.319748,0.100686,-0.008255,0.327867,0.239973,0.016851,0.659710,0.191470,0.073543,0.179688,0.766199,0.011746,0.186210,0.060825,0.136353,0.165077,0.014298,0.109848,0.020113,0.167223,0.871012,0,-0.194897,-0.072220,0.270937,-0.889559,0.014298
zz500,3y,8b6934b10c14cf350b3b7f2afd15d58e,operating_revenue_ttm,营业收入TTM, 计算过去12个月的 营业收入 之和,0.351506,0.109774,-0.000067,0.315266,0.289106,0.013341,0.655693,0.190472,0.072644,0.228334,0.732402,0.007134,0.176846,0.057922,0.099730,0.162281,0.010238,0.109848,0.019222,0.150931,0.872399,0,-0.179721,-0.066209,0.224459,-0.961718,0.010238
zz500,3y,1c4eec22223db079bc612d106c744a36,TVMA20,20日成交金额的移动平均值, 20日成交金额的移动平均值,0.351912,0.109889,0.000036,0.227362,0.370815,0.028004,0.373565,0.116004,0.005546,0.351567,0.285186,0.034756,0.039373,0.013443,0.208042,-0.188580,0.031380,0.109848,-0.029838,-0.203337,0.880721,0,-0.091452,-0.032619,0.290163,-0.515660,0.031380
zz500,3y,b8563b08fe6284f110ef8a7ee58d0a72,DAVOL5,5日平均换手率与120日平均换手率, 5日平均换手率 / 120日平均换手率,0.610440,0.179119,0.062414,0.274534,0.621038,0.135408,0.081850,0.027577,-0.074129,0.387194,-0.050731,0.140527,-0.332670,-0.130519,0.360076,-1.434085,0.137968,0.109848,-0.030264,-0.314860,0.848821,0,0.438251,0.133904,0.142073,0.789746,0.137968
zz500,3y,21dc89611095c6fa5e9eaee3ab415648,cash_and_equivalents_per_share,每股现金及现金等价物余额, 每股现金及现金等价物余额,0.391917,0.121137,0.010172,0.287695,0.360866,0.011832,0.348140,0.108817,-0.000929,0.290817,0.295964,0.007206,-0.035261,-0.012336,0.160716,-0.672304,0.009519,0.109848,-0.003326,-0.050720,0.753121,0,0.018565,0.006381,0.092401,-0.431867,0.009519
zz500,3y,c09cfdb55e71b29d989d127f199dc899,VDIFF,计算VMACD因子的中间变量, EMA(VOLUME，SHORT)-EMA(VOLUME，LONG) short设置为12，long设置为26，M设置为9,0.461385,0.140178,0.027327,0.280457,0.433775,0.125162,0.211231,0.068509,-0.037247,0.377142,0.122229,0.148153,-0.184336,-0.068029,0.270229,-0.984489,0.136657,0.109848,-0.023186,-0.251490,0.811373,0,0.184033,0.060151,0.136532,0.183641,0.136657
zz500,3y,d8357f2744e0addd1ddfc72c84414fba,total_asset_growth_rate,总资产增长率, 总资产 / 总资产_4 -1,0.236639,0.076207,-0.030311,0.304687,0.159306,0.014437,0.532354,0.159027,0.044311,0.341755,0.481859,0.012038,0.237847,0.076571,0.155382,0.367945,0.013237,0.109848,-0.002355,-0.027270,0.830791,0,-0.214926,-0.080267,0.294071,-1.210026,0.013237
